stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
other,Twitter is off the deep end if they think they can continue to censor + push conservative voices off their platform when WE'RE the only thing keeping their shitty platform alive!    #BoycottTwitter and leave them w/ a TOTAL liberal echo chamber. It's the least we can do after how we've been treated!,Twitter is off the deep end if they think they can continue to censor + push conservative voices off their platform when WE'RE the only thing keeping their shitty platform alive!    #BoycottTwitter and leave them w/ a TOTAL liberal echo chamber. It's the least we can do after how we've been treated!,unrelated,gab_forum,unrelated,negative,negative
other,Oh yea...that's the kind of talk I like to hear....,Oh yea...that's the kind of talk I like to hear....,unrelated,gab_forum,unrelated,positive,neutral
other,"*crack* *sips* Ah, Daggerfall. Now there was an Elder Scrolls Game.  ","*crack* *sips* Ah, Daggerfall. Now there was an Elder Scrolls Game.  ",unrelated,gab_forum,unrelated,positive,neutral
other,"Winston Churchill called it right, he called them crocodile feeders, those that feed the crocodile in the hope that the crocodile won't eat them. Little do they know they will be the first to get it should the barbarians ever win.","Winston Churchill called it right, he called them crocodile feeders, those that feed the crocodile in the hope that the crocodile won't eat them. Little do they know they will be the first to get it should the barbarians ever win.",unrelated,gab_forum,unrelated,negative,other
other,"Yes indeed, I was always partial to Ginger, I like tall gingers in particular!   ;>)","Yes indeed, I was always partial to Ginger, I like tall gingers in particular!   ;>)",unrelated,gab_forum,unrelated,positive,neutral
other,Nature doing what nature does - making the best of everything: ,Nature doing what nature does - making the best of everything: ,unrelated,gab_forum,unrelated,positive,positive
other,"That's infuriating.  The NRA needs to start taking up the case against that de facto 2A repeal, lame police excuse that ""oh he was carrying, so unloading a full magazine of 9mm into him was totally justified"".  That ought ONLY fly if they can prove the slain person attempted to abuse their firearm t","That's infuriating.  The NRA needs to start taking up the case against that de facto 2A repeal, lame police excuse that ""oh he was carrying, so unloading a full magazine of 9mm into him was totally justified"".  That ought ONLY fly if they can prove the slain person attempted to abuse their firearm t",unrelated,gab_forum,unrelated,negative,negative
other,"Imagine thinking racialism is less relevant to young Whites than the church or the Bible.  Imagine thinking ""muh Bible"" is going to fly in the Information Age when this religion has been falling apart since the dawn of the printing press.","Imagine thinking racialism is less relevant to young Whites than the church or the Bible.  Imagine thinking ""muh Bible"" is going to fly in the Information Age when this religion has been falling apart since the dawn of the printing press.",unrelated,gab_forum,unrelated,negative,negative
other,I found a picture of PM May with Angela Merkel as teenagers. ,I found a picture of PM May with Angela Merkel as teenagers. ,unrelated,gab_forum,unrelated,neutral,neutral
other,Battle Hymn of the Republic was played by both sides.,Battle Hymn of the Republic was played by both sides.,unrelated,gab_forum,unrelated,neutral,neutral
religion,"Israel wins because of winning and Arabs ""win"" because of losing, or martyrdom.  I know which I prefer.  I'd rather the rest of the world stayed out of it, but the Muslims want to take over, and many Jews basically have.  If it's profitable, we should be involved, sadly.  If not, Israel wins.","Israel wins because of winning and Arabs ""win"" because of losing, or martyrdom.  I know which I prefer.  I'd rather the rest of the world stayed out of it, but the Muslims want to take over, and many Jews basically have.  If it's profitable, we should be involved, sadly.  If not, Israel wins.",neutral,gab_forum,neutral_religion,neutral,negative
other,"Hi. I'm Shakeba.  I'm a 35 year old female. African American, born and raised in Los Angeles, CA. Currently a YouTube commentator. Very glad and relieved to have found this site. After Twitter's latest report of shadow banning and Facebook's deleting (taking down) 34 pages off it's site, I deactivat","Hi. I'm Shakeba.  I'm a 35 year old female. African American, born and raised in Los Angeles, CA. Currently a YouTube commentator. Very glad and relieved to have found this site. After Twitter's latest report of shadow banning and Facebook's deleting (taking down) 34 pages off it's site, I deactivat",unrelated,gab_forum,unrelated,positive,other
other,Will anything be done about this is the question.  I'm growing a little impatient.,Will anything be done about this is the question.  I'm growing a little impatient.,unrelated,gab_forum,unrelated,negative,neutral
other,"not gunna lie. went there expecting to see photos of bizarre viking artifacts, and maybe travis fimmel's face","not gunna lie. went there expecting to see photos of bizarre viking artifacts, and maybe travis fimmel's face",unrelated,gab_forum,unrelated,neutral,neutral
other,@davydawg @horowitz39 If you really believe that mainstream media propaganda you don’t either ,@davydawg @horowitz39 If you really believe that mainstream media propaganda you don’t either ,unrelated,gab_forum,unrelated,negative,negative
other,"Hmmm.  8,000 posts  20,000 likes  That's a 2.5 like to post ratio.  #GabMath","Hmmm.  8,000 posts  20,000 likes  That's a 2.5 like to post ratio.  #GabMath",unrelated,gab_forum,unrelated,neutral,neutral
other,"The existence of our country as it was founded depends on the criminals in government being brought out into the light, prosecuted, and imprisoned for the rest of their earthly lives. ","The existence of our country as it was founded depends on the criminals in government being brought out into the light, prosecuted, and imprisoned for the rest of their earthly lives. ",unrelated,gab_forum,unrelated,negative,negative
politics,Looks like a democrat plot to me,Looks like a democrat plot to me,neutral,gab_forum,neutral_politics,negative,negative
other,That White background is raycist..,That White background is raycist..,unrelated,gab_forum,unrelated,negative,neutral
other,Just another reminder to do our civic duty!,Just another reminder to do our civic duty!,unrelated,gab_forum,unrelated,positive,other
other,I watch you to get an opinion from a hard line ancap. If that makes you feel better. ,I watch you to get an opinion from a hard line ancap. If that makes you feel better. ,unrelated,gab_forum,unrelated,neutral,neutral
other,"February 2 is now, and forever more, ""Patrick Henry Day""","February 2 is now, and forever more, ""Patrick Henry Day""",unrelated,gab_forum,unrelated,neutral,neutral
other,"This can ONLY open the door to better Voter ID laws  Voter ID got challenged in court last time in North Carolina  THIS time, the Legislature ask #WeThePeople whether or not WE want it  Needless to say, Liberals, Democrats, NAACP, ACLU etc setting their hair on fire  ","This can ONLY open the door to better Voter ID laws  Voter ID got challenged in court last time in North Carolina  THIS time, the Legislature ask #WeThePeople whether or not WE want it  Needless to say, Liberals, Democrats, NAACP, ACLU etc setting their hair on fire  ",unrelated,gab_forum,unrelated,negative,negative
other,I sure hope there is an indictment with her name on it. ,I sure hope there is an indictment with her name on it. ,unrelated,gab_forum,unrelated,negative,negative
other,@MattysModernLife thanks for the like - your YT content is great.  Come find me on Minds :)  ,@MattysModernLife thanks for the like - your YT content is great.  Come find me on Minds :)  ,unrelated,gab_forum,unrelated,positive,positive
other,They are hoping the judge revokes bond. It's not like they kil...oh It's not like they were on a terrorist watch li... Oh It's not like they had a written manifest.... Oh ,They are hoping the judge revokes bond. It's not like they kil...oh It's not like they were on a terrorist watch li... Oh It's not like they had a written manifest.... Oh ,unrelated,gab_forum,unrelated,negative,negative
race_ethnicity,"VIDEO: Another White man loses his job due 2 merely questioning 1 of the exalted niggers we're supposed 2 worship. Is 1 of several recently regarding pools which (((media))) keeps trying to mislead us 2 believe r PUBLIC pools, when r PRIVATE (apartments, hotels). Very common 4 nigs who don't live su","VIDEO: Another White man loses his job due 2 merely questioning 1 of the exalted niggers we're supposed 2 worship. Is 1 of several recently regarding pools which (((media))) keeps trying to mislead us 2 believe r PUBLIC pools, when r PRIVATE (apartments, hotels). Very common 4 nigs who don't live su",stereotype,gab_forum,stereotype_race_ethnicity,negative,negative
other,Announcing the NEXT #WhoWouldWin Show:  @JamesGavsie will defend #Nightcrawler As he’s hunted down in the Savage Land by the #Predator (w/ @JSandlinWriter)  @WriterStreamer rules the winner of this great Hunt!,Announcing the NEXT #WhoWouldWin Show:  @JamesGavsie will defend #Nightcrawler As he’s hunted down in the Savage Land by the #Predator (w/ @JSandlinWriter)  @WriterStreamer rules the winner of this great Hunt!,unrelated,gab_forum,unrelated,positive,negative
other,The blind leading the blind. #AndyStanley  ,The blind leading the blind. #AndyStanley  ,unrelated,gab_forum,unrelated,neutral,neutral
other,"This present gun control situation sucks. But the reality is had Hillary won, we'd be where we are right now. All this hate for white men, men in general, republicans, conservatives, guns, that has been fueled and fired for the last 15 months; it was in the plans all along for deep state.","This present gun control situation sucks. But the reality is had Hillary won, we'd be where we are right now. All this hate for white men, men in general, republicans, conservatives, guns, that has been fueled and fired for the last 15 months; it was in the plans all along for deep state.",unrelated,gab_forum,unrelated,negative,negative
other,Another Gab TV link that leads to no where.....,Another Gab TV link that leads to no where.....,unrelated,gab_forum,unrelated,negative,neutral
other,dam sun,dam sun,unrelated,gab_forum,unrelated,neutral,neutral
other,#Reconquest Episode 107: Battle Fatigue and Fighting the Lost Cause  … … via @Brother_Andre only @veritasradionet  #CrusadeChannel #CatholicGab #radio,#Reconquest Episode 107: Battle Fatigue and Fighting the Lost Cause  … … via @Brother_Andre only @veritasradionet  #CrusadeChannel #CatholicGab #radio,unrelated,gab_forum,unrelated,neutral,positive
gender,"gender traitors, lol if we got rid of harry potter and the handmaids tale what would these fucking idiots have.   Not one of them could slog through the pile of shit that is ""das kapital""","gender traitors, lol if we got rid of harry potter and the handmaids tale what would these fucking idiots have.   Not one of them could slog through the pile of shit that is ""das kapital""",stereotype,gab_forum,stereotype_gender,negative,negative
other,Why dont you opt out and go back to twitter,Why dont you opt out and go back to twitter,unrelated,gab_forum,unrelated,neutral,neutral
other,Rep Chris Stewart 1 on 1 with Judge Jeanine.  ,Rep Chris Stewart 1 on 1 with Judge Jeanine.  ,unrelated,gab_forum,unrelated,neutral,neutral
other,Meadows: Lawmakers ‘seriously’ considering charging DOJ officials with contempt of Congress  ,Meadows: Lawmakers ‘seriously’ considering charging DOJ officials with contempt of Congress  ,unrelated,gab_forum,unrelated,neutral,negative
race_ethnicity,LEOs are the only thing stopping the niggers from just going full chimpout. Sometimes they do anyway.,LEOs are the only thing stopping the niggers from just going full chimpout. Sometimes they do anyway.,stereotype,gab_forum,stereotype_race_ethnicity,negative,negative
other,"How do you free Tommy Robinson? The answer is so simple, you'd be surprised. You deliver your demands, if they laugh at you, riot, threaten to push into the jail he's being held at, threaten to burn down the city/town and begin to riot, push against them, attack, attack attack, and don't stop until ","How do you free Tommy Robinson? The answer is so simple, you'd be surprised. You deliver your demands, if they laugh at you, riot, threaten to push into the jail he's being held at, threaten to burn down the city/town and begin to riot, push against them, attack, attack attack, and don't stop until ",unrelated,gab_forum,unrelated,negative,negative
other,"RT EWTN    Jean M. Heimann, Fatima: The Apparition that Changed the World  …  …  ","RT EWTN    Jean M. Heimann, Fatima: The Apparition that Changed the World  …  …  ",unrelated,gab_forum,unrelated,neutral,positive
other,"YEAH, BABY !!!","YEAH, BABY !!!",unrelated,gab_forum,unrelated,positive,neutral
other,"Changing one habit for another does not make one free, you still have a habit to distract you!","Changing one habit for another does not make one free, you still have a habit to distract you!",unrelated,gab_forum,unrelated,negative,negative
politics,It truly is satan's world and the democrats are his minions.  ,It truly is satan's world and the democrats are his minions.  ,neutral,gab_forum,neutral_politics,negative,negative
other,Sarah SANDERS to be first Press Secretary to get Secret Service Protection   ,Sarah SANDERS to be first Press Secretary to get Secret Service Protection   ,unrelated,gab_forum,unrelated,neutral,positive
other,no - they dumped it on purpose.  deep state must be so proud of gab!!  ,no - they dumped it on purpose.  deep state must be so proud of gab!!  ,unrelated,gab_forum,unrelated,negative,positive
other,"me too, we got our 1st TV in 1950.","me too, we got our 1st TV in 1950.",unrelated,gab_forum,unrelated,neutral,neutral
other,So who is really president because it's not this guy?,So who is really president because it's not this guy?,unrelated,gab_forum,unrelated,neutral,other
other,He's going to win so bigly.....,He's going to win so bigly.....,unrelated,gab_forum,unrelated,positive,positive
other,"A New Look At A Report Used To Enslave Every Man, Woman & Child In America - The Deep State's Case For Perpetual War & Their 'Blueprint For Tyranny' Exposed  ","A New Look At A Report Used To Enslave Every Man, Woman & Child In America - The Deep State's Case For Perpetual War & Their 'Blueprint For Tyranny' Exposed  ",unrelated,gab_forum,unrelated,negative,negative
other,RT @creativketocook:   What an AMAZING podcast with @SBakerMD @zbitter and @tnseyfried   If you are facing #cancer and are looking for alternatives to the standard of care then Please Listen!  #Keto #lchf #starvecancer #BeTheChange ,RT @creativketocook:   What an AMAZING podcast with @SBakerMD @zbitter and @tnseyfried   If you are facing #cancer and are looking for alternatives to the standard of care then Please Listen!  #Keto #lchf #starvecancer #BeTheChange ,unrelated,gab_forum,unrelated,positive,positive
other,"Another wonderful review for my book, Stories in the Stars. You can still get it on Amazon at the cheaper price of around £10.00/$14.00 for the next few days, until the end of August.","Another wonderful review for my book, Stories in the Stars. You can still get it on Amazon at the cheaper price of around £10.00/$14.00 for the next few days, until the end of August.",unrelated,gab_forum,unrelated,positive,positive
other,"So, @Sargonofakkad100‍ has been locked out of his YouTube/Google account. What's the over/under on deletion within a few days? Also, @FrameGames‍ , care to re-up your thread welcoming him to the Alt-Right? Because he might be willing to listen now.","So, @Sargonofakkad100‍ has been locked out of his YouTube/Google account. What's the over/under on deletion within a few days? Also, @FrameGames‍ , care to re-up your thread welcoming him to the Alt-Right? Because he might be willing to listen now.",unrelated,gab_forum,unrelated,neutral,neutral
other,“The deadlift also serves as a way to train the mind to do things that are hard.” — Mark Rippetoe,“The deadlift also serves as a way to train the mind to do things that are hard.” — Mark Rippetoe,unrelated,gab_forum,unrelated,neutral,positive
nationality,Think of how much trouble you save just by keeping illegals OUT of the country from the beginning and preventing their entry with a wall and tough security. Weakness leads to further demands.,Think of how much trouble you save just by keeping illegals OUT of the country from the beginning and preventing their entry with a wall and tough security. Weakness leads to further demands.,neutral,gab_forum,neutral_nationality,negative,negative
other,NOPE.. DOING A HWYE IMITATION,NOPE.. DOING A HWYE IMITATION,unrelated,gab_forum,unrelated,neutral,neutral
other,"Yes it is, about 6 years ago they started offering the injections at most Universities, I started getting mine in Charlottesville VA at UVA and I just drive there.","Yes it is, about 6 years ago they started offering the injections at most Universities, I started getting mine in Charlottesville VA at UVA and I just drive there.",unrelated,gab_forum,unrelated,neutral,neutral
other,"Okay, I don't value my own points that highly.  I downvote without hesitation, if the post warrants it and I don't mind that it will discourage that particular poster.","Okay, I don't value my own points that highly.  I downvote without hesitation, if the post warrants it and I don't mind that it will discourage that particular poster.",unrelated,gab_forum,unrelated,negative,other
other,I am sure with the 1 week delay that the Dimms have agreed to not TRASH the judge during this delay,I am sure with the 1 week delay that the Dimms have agreed to not TRASH the judge during this delay,unrelated,gab_forum,unrelated,neutral,neutral
other,I guess they fucking with the platform cause my home page on gab doesn't load the threads.  Notification works but not the home page.  Insteresting.,I guess they fucking with the platform cause my home page on gab doesn't load the threads.  Notification works but not the home page.  Insteresting.,unrelated,gab_forum,unrelated,negative,negative
other,More about #metoo which is being used as a weapon by the left now in #Canada to fuck with our next election. ,More about #metoo which is being used as a weapon by the left now in #Canada to fuck with our next election. ,unrelated,gab_forum,unrelated,negative,negative
other,"So your problem is the ""numbers""...? Not that it actually happened?","So your problem is the ""numbers""...? Not that it actually happened?",unrelated,gab_forum,unrelated,negative,neutral
other,Should have spell cehcked.  I should read:  Do you know why you can not hear Easter Bunnies making LOVE?  The buck has cotton balls!,Should have spell cehcked.  I should read:  Do you know why you can not hear Easter Bunnies making LOVE?  The buck has cotton balls!,unrelated,gab_forum,unrelated,negative,neutral
other,"An absolutely fascinating YouTube channel that's well worth diving in to if you've got the time. Sam vlogs various events in London and comments on the weird Royal rituals, Masonic influences that rule our society and symbology that most people wouldn't have the first clue about. Really eye opening.","An absolutely fascinating YouTube channel that's well worth diving in to if you've got the time. Sam vlogs various events in London and comments on the weird Royal rituals, Masonic influences that rule our society and symbology that most people wouldn't have the first clue about. Really eye opening.",unrelated,gab_forum,unrelated,positive,positive
other,"These things are always sad. Typically a congenital heart defect. It could be determined via echocardiography but short of a bunch of cardiologists and ultrasound techs volunteering their time/resources, these will continue. I am not advocating eliminating football or any sport just the hopeless tra","These things are always sad. Typically a congenital heart defect. It could be determined via echocardiography but short of a bunch of cardiologists and ultrasound techs volunteering their time/resources, these will continue. I am not advocating eliminating football or any sport just the hopeless tra",unrelated,gab_forum,unrelated,negative,other
other,Patriots Plaan To Citizen Arrest.   ,Patriots Plaan To Citizen Arrest.   ,unrelated,gab_forum,unrelated,neutral,negative
other,Extraordinary claims require extraordinary evidence.  No amount of screeching on social or other media will be accepted as a substitute.,Extraordinary claims require extraordinary evidence.  No amount of screeching on social or other media will be accepted as a substitute.,unrelated,gab_forum,unrelated,neutral,other
other,He cracks me up.,He cracks me up.,unrelated,gab_forum,unrelated,positive,negative
other,And Sessions does Nothing !!,And Sessions does Nothing !!,unrelated,gab_forum,unrelated,negative,negative
other,#gab it's not just about politics,#gab it's not just about politics,unrelated,gab_forum,unrelated,neutral,neutral
other,"WATCH: Laura Ingraham Just Made George W. Bush Regret Attacking Trump, Calling Himself “Pretty Good” ","WATCH: Laura Ingraham Just Made George W. Bush Regret Attacking Trump, Calling Himself “Pretty Good” ",unrelated,gab_forum,unrelated,neutral,other
other,All fellow minded people should write to McCains 'We are family' regarding their Halal & Kosher certified products Their address (does not require stamp) Post letter to:- Customer Relations McCain Foods (GB) Ltd FREEPOST NEA 11518 Scarborough North Yorkshire YO11 3BR Who controls the food controls t,All fellow minded people should write to McCains 'We are family' regarding their Halal & Kosher certified products Their address (does not require stamp) Post letter to:- Customer Relations McCain Foods (GB) Ltd FREEPOST NEA 11518 Scarborough North Yorkshire YO11 3BR Who controls the food controls t,unrelated,gab_forum,unrelated,neutral,neutral
other,"How are your feet?  I am diabetic and have to pay extra close attention to them so any blister or cut gets lots of attention.  Walking should be a part of your day every day, get some good, sound shoes and take a few laps around the block.  Work up to longer distances.","How are your feet?  I am diabetic and have to pay extra close attention to them so any blister or cut gets lots of attention.  Walking should be a part of your day every day, get some good, sound shoes and take a few laps around the block.  Work up to longer distances.",unrelated,gab_forum,unrelated,neutral,neutral
other,"Cape Coral, Florida: ""Video shows concealed carry permit holder shooting man in self-defense."" The perp was a convicted felon & now faces charges while laid up in the hospital while the gun hero will face no charges.   ","Cape Coral, Florida: ""Video shows concealed carry permit holder shooting man in self-defense."" The perp was a convicted felon & now faces charges while laid up in the hospital while the gun hero will face no charges.   ",unrelated,gab_forum,unrelated,negative,negative
politics,"The Scots have done well by booting out Labour, The Welsh have done well by voting for #Brexit. The Northern Irish have done well by supporting Theresa May when that seemed like a good idea. #MUKGA is a shit hashtag but #MEGA is a great one... Lets use it to make sure #realDonaldTrump doesn't say an","The Scots have done well by booting out Labour, The Welsh have done well by voting for #Brexit. The Northern Irish have done well by supporting Theresa May when that seemed like a good idea. #MUKGA is a shit hashtag but #MEGA is a great one... Lets use it to make sure #realDonaldTrump doesn't say an",unrelated,gab_forum,unrelated,positive,other
other,"Fake. If you're tying to prove something as desperately as you seem to be doing, at least be real and don't edit the text.    Hell, it takes 2 seconds to inspect element. This is just plain pathetic shitty editing. You can tell they used some paint program and JPEG compression.","Fake. If you're tying to prove something as desperately as you seem to be doing, at least be real and don't edit the text.    Hell, it takes 2 seconds to inspect element. This is just plain pathetic shitty editing. You can tell they used some paint program and JPEG compression.",unrelated,gab_forum,unrelated,negative,negative
other,"Obama indebted America as much as all Presidents before him with welfare & other throw-away money programs; no infrastructures, diminished military, etc.","Obama indebted America as much as all Presidents before him with welfare & other throw-away money programs; no infrastructures, diminished military, etc.",unrelated,gab_forum,unrelated,negative,negative
other,An extremely important and illustrative post by Anonymous Conservative on the silent takeover of American society. Please read.  ,An extremely important and illustrative post by Anonymous Conservative on the silent takeover of American society. Please read.  ,unrelated,gab_forum,unrelated,positive,negative
other,A great song! Thanks for sharing.,A great song! Thanks for sharing.,unrelated,gab_forum,unrelated,positive,positive
politics,"Trump's gentry conservative GOP critics seem to be forever concerned that Trump will cause things to happen that have *already happened* while they had their heads in the sand, to wit, the death of civility, the rise of political violence, & the degradation of 'our institutions.'","Trump's gentry conservative GOP critics seem to be forever concerned that Trump will cause things to happen that have *already happened* while they had their heads in the sand, to wit, the death of civility, the rise of political violence, & the degradation of 'our institutions.'",unrelated,gab_forum,unrelated,negative,negative
politics,Obama and Clinton were in child trafficking up to their scrawny necks. There's millions of dollars in pay off money trafficking kids and then harvesting organs when done with them. Sick globalist elites treat kids like livestock for profit. ,Obama and Clinton were in child trafficking up to their scrawny necks. There's millions of dollars in pay off money trafficking kids and then harvesting organs when done with them. Sick globalist elites treat kids like livestock for profit. ,neutral,gab_forum,neutral_politics,negative,negative
other,"In an effort to earn more followers, initiate meaningful dialogue with like-minded Gab users and begin the weaning from Twitter process, I'm going to start posting my own personal tweets and engagements on my GAB feed (thoughtful ones only).","In an effort to earn more followers, initiate meaningful dialogue with like-minded Gab users and begin the weaning from Twitter process, I'm going to start posting my own personal tweets and engagements on my GAB feed (thoughtful ones only).",unrelated,gab_forum,unrelated,neutral,positive
other,"Remember, Islam is the ""religion of peace"" and  #RefugeesWelcome . This is what ""diversity"" brings you. #SwedenIsLost","Remember, Islam is the ""religion of peace"" and  #RefugeesWelcome . This is what ""diversity"" brings you. #SwedenIsLost",unrelated,gab_forum,unrelated,neutral,positive
other,"Sure do, but however many months later and I'm 80lb lighter.","Sure do, but however many months later and I'm 80lb lighter.",unrelated,gab_forum,unrelated,positive,neutral
other,"If you are still on twitter, or facebook, then you are part of the problem.","If you are still on twitter, or facebook, then you are part of the problem.",unrelated,gab_forum,unrelated,negative,negative
other,"Do you hear this, Trump?  I hope so.  Now, turn the battleships around, bring everybody home and let's secure that border!","Do you hear this, Trump?  I hope so.  Now, turn the battleships around, bring everybody home and let's secure that border!",unrelated,gab_forum,unrelated,positive,positive
other,"Which Jews do you mean? Many Jews love Yeshua and many also love YHVH's Law. They certainly love it more than most Christians do, even if I think they misunderstand much of it..","Which Jews do you mean? Many Jews love Yeshua and many also love YHVH's Law. They certainly love it more than most Christians do, even if I think they misunderstand much of it..",unrelated,gab_forum,unrelated,positive,other
other,Riley J Dennis Wants You To Believe Women.  ,Riley J Dennis Wants You To Believe Women.  ,unrelated,gab_forum,unrelated,neutral,negative
other,Everyone that signed should be arrested today and their replacements installed as soon as possible !,Everyone that signed should be arrested today and their replacements installed as soon as possible !,unrelated,gab_forum,unrelated,negative,negative
other,On the history of postmodern literature. #postmodernism #pomo #literature  ,On the history of postmodern literature. #postmodernism #pomo #literature  ,unrelated,gab_forum,unrelated,neutral,neutral
race_ethnicity,"Yeah, I get the first thing in the morning bit. BUT, you STILL can't back up your post. At least if you're going to shill for the kikes, have proof to back it up. Makes you much more credible and not like the antifa trolls. What say we just drop it?  Have a great white day!","Yeah, I get the first thing in the morning bit. BUT, you STILL can't back up your post. At least if you're going to shill for the kikes, have proof to back it up. Makes you much more credible and not like the antifa trolls. What say we just drop it?  Have a great white day!",neutral,gab_forum,neutral_race_ethnicity,negative,neutral
other,LOVE IT! The UK people are yelling TRUMP TRUMP TRUMP!!!!,LOVE IT! The UK people are yelling TRUMP TRUMP TRUMP!!!!,unrelated,gab_forum,unrelated,positive,negative
politics,Live there❓U.S. Citizen❓Vote there❗️ Arizona - Doug Ducey ✅ TrumpFlorida - Ron DeSantis + Rick Scott ✅ TrumpOklahoma - Runoff #VoteRed2018 #fboLoud #tcot #maga #TrumpTrain #tpot #AmericaFirst #Patriot #TrumpsArmy #Trump2020 fboLoud.com🇺🇸,Live there❓U.S. Citizen❓Vote there❗️ Arizona - Doug Ducey ✅ TrumpFlorida - Ron DeSantis + Rick Scott ✅ TrumpOklahoma - Runoff #VoteRed2018 #fboLoud #tcot #maga #TrumpTrain #tpot #AmericaFirst #Patriot #TrumpsArmy #Trump2020 fboLoud.com🇺🇸,unrelated,gab_forum,unrelated,neutral,neutral
other,Gowdy did nothing to #Hillary for her private server    Yet he'll throw a shit fit over Jared doing far less    Fuck Gowdy and his soap box    #Gab #GabFam #MAGA #Trump #Kushner,Gowdy did nothing to #Hillary for her private server    Yet he'll throw a shit fit over Jared doing far less    Fuck Gowdy and his soap box    #Gab #GabFam #MAGA #Trump #Kushner,unrelated,gab_forum,unrelated,negative,negative
other,Cali Dems Toss Feinstein for New Guy In a Signal That the  ,Cali Dems Toss Feinstein for New Guy In a Signal That the  ,unrelated,gab_forum,unrelated,neutral,neutral
other,"good dig! also, there is/was a network of tunnels under lawrence, did the feds blow them up to end all trafficking through them?  why did the state really have to take over lawrence elections??  look at the lawrence pics after 'the explosion' and compare with a real gas line explosion aftermath from","good dig! also, there is/was a network of tunnels under lawrence, did the feds blow them up to end all trafficking through them?  why did the state really have to take over lawrence elections??  look at the lawrence pics after 'the explosion' and compare with a real gas line explosion aftermath from",unrelated,gab_forum,unrelated,neutral,negative
other,"State review of voter registrations narrows list of potentially ineligible voters to 8,698  ","State review of voter registrations narrows list of potentially ineligible voters to 8,698  ",unrelated,gab_forum,unrelated,neutral,negative
other,We could charge you double this way....good idea.,We could charge you double this way....good idea.,unrelated,gab_forum,unrelated,positive,neutral
other,RT @VAWAISEXPIRING: The Coming Implosion After Diversity’s Victory - Minding The Campus ,RT @VAWAISEXPIRING: The Coming Implosion After Diversity’s Victory - Minding The Campus ,unrelated,gab_forum,unrelated,neutral,negative
other,This is a very old post. Jayda now faces prison time in Ireland.,This is a very old post. Jayda now faces prison time in Ireland.,unrelated,gab_forum,unrelated,negative,negative
sexual_orientation,HAHAHAHA Austrian Leninist...….in other words......A JEW.....FUCK OFF YOU HEBE FAGGOT....your words are irrelevant and so is your whole shit race....go die now,HAHAHAHA Austrian Leninist...….in other words......A JEW.....FUCK OFF YOU HEBE FAGGOT....your words are irrelevant and so is your whole shit race....go die now,stereotype,gab_forum,stereotype_sexual_orientation,negative,negative
other,#Facebook knows so much about you they can make you believe they’re listening to your personal conversations: #DELETE #FACEBOOK  ,#Facebook knows so much about you they can make you believe they’re listening to your personal conversations: #DELETE #FACEBOOK  ,unrelated,gab_forum,unrelated,neutral,neutral
other,Be afraid...,Be afraid...,unrelated,gab_forum,unrelated,neutral,neutral
gender,"Im very O.K. with camps for illegals, muzzies, kikes, trans..even the kids.","Im very O.K. with camps for illegals, muzzies, kikes, trans..even the kids.",stereotype,gab_forum,stereotype_gender,neutral,negative
other,The cowardly attack upon Marine Le Pen's daughter confirms the globalist's fear and hatred of the great patriotist who poses a real threat to the left.,The cowardly attack upon Marine Le Pen's daughter confirms the globalist's fear and hatred of the great patriotist who poses a real threat to the left.,unrelated,gab_forum,unrelated,negative,negative
other,i have that too (anxiety). i almost never go outside. nice life huh,i have that too (anxiety). i almost never go outside. nice life huh,unrelated,gab_forum,unrelated,negative,other
politics,"Thank you. Yes, 250 years ongoing  Kurdish Genocide must end immediately.  Kurds shall have their own independent state. No more foreign rule in Kurdistan.  This is #Kurdistan's borders: We want and shall have all of it.  @KURDISTAN FREE for TRUE and GENUINE DESTINY","Thank you. Yes, 250 years ongoing  Kurdish Genocide must end immediately.  Kurds shall have their own independent state. No more foreign rule in Kurdistan.  This is #Kurdistan's borders: We want and shall have all of it.  @KURDISTAN FREE for TRUE and GENUINE DESTINY",unrelated,gab_forum,unrelated,neutral,positive
other,When #SJW's #Muslims #Arabs #Africans and everyone else claim the west STOLE their oil.,When #SJW's #Muslims #Arabs #Africans and everyone else claim the west STOLE their oil.,unrelated,gab_forum,unrelated,negative,negative
other,"DS 102- The Anchor of the Realms #Process #Pic ©Robert T Leija - #Creation #Pencil #Graphite #Sketch #Artwork #Art #Leija #Traditional #Strange #Surreal #Weird - This is the point of becoming, of reality born into the multidimensional garden of life. Origin of origins.","DS 102- The Anchor of the Realms #Process #Pic ©Robert T Leija - #Creation #Pencil #Graphite #Sketch #Artwork #Art #Leija #Traditional #Strange #Surreal #Weird - This is the point of becoming, of reality born into the multidimensional garden of life. Origin of origins.",unrelated,gab_forum,unrelated,neutral,neutral
other,I thought I was going to be nuked once. I finished my beer and watched the incoming and outgoing missiles.,I thought I was going to be nuked once. I finished my beer and watched the incoming and outgoing missiles.,unrelated,gab_forum,unrelated,negative,negative
other,"this was one of the things I said in the beginning would make me a Trumper. if he can pull this off, we would see a lot of the true corruption perpetrated on the US population. guard my guns, free speech, and take control of the reserve. I'm on board! they will kill him though. and blame someone wit","this was one of the things I said in the beginning would make me a Trumper. if he can pull this off, we would see a lot of the true corruption perpetrated on the US population. guard my guns, free speech, and take control of the reserve. I'm on board! they will kill him though. and blame someone wit",unrelated,gab_forum,unrelated,neutral,negative
